((2, 0, 2, 0, 2, 0, 5, 0), (0, 0, 0, 0, 0, 0, 0, 0), (1, 0, 0, 0, 2, 0, 0, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB110>,0.0
((2, 0, 2, 0, 0, 0, 0, 0), (0, 0, 0, 2, 0, 5, 0, 0), (1, 0, 0, 0, 2, 0, 0, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE210530>,0.0
((0, 0, 2, 0, 0, 0, 0, 0), (0, 2, 0, 2, 0, 0, 0, 0), (1, 0, 0, 0, 2, 0, 5, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB500>,0.0
((0, 0, 2, 0, 0, 0, 0, 0), (0, 2, 0, 2, 0, 0, 0, 0), (1, 0, 0, 0, 0, 0, 5, 0), (0, 0, 0, 2, 0, 2, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7B9EB0>,0.0
((0, 0, 2, 0, 0, 0, 0, 0), (0, 0, 0, 2, 0, 0, 0, 0), (1, 0, 2, 0, 0, 0, 5, 0), (0, 0, 0, 2, 0, 2, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 1, 0, 1, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BA2A0>,0.0
((0, 0, 2, 0, 0, 0, 0, 0), (0, 0, 0, 2, 0, 0, 0, 0), (1, 0, 2, 0, 0, 0, 5, 0), (0, 0, 0, 2, 0, 1, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BAAE0>,0.0
((0, 0, 2, 0, 0, 0, 0, 0), (0, 0, 0, 1, 0, 0, 0, 0), (1, 0, 2, 0, 0, 0, 5, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BA8A0>,0.0
((0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 5, 0, 0), (1, 0, 2, 0, 2, 0, 0, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB8C0>,0.0
((0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 5, 0, 0), (1, 0, 2, 0, 2, 0, 0, 0), (0, 0, 0, 1, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB650>,0.0
((0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (1, 0, 2, 0, 5, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 2, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB560>,0.0
((0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (1, 0, 0, 0, 5, 0, 0, 0), (0, 0, 0, 2, 0, 0, 0, 0), (0, 0, 2, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 0, 0, 0, 0), (0, 1, 0, 0, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE2399D0>,0.0
((0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (1, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 5, 0, 0, 0, 0), (0, 0, 2, 0, 2, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 1, 0, 0, 0, 0, 0), (0, 1, 0, 0, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB620>,0.0
((0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (1, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 5, 0, 0, 0, 0), (1, 0, 0, 0, 2, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 0, 0, 0, 0, 0, 0, 0), (0, 1, 0, 0, 0, 1, 0, 1)),<Movimento.Movimento object at 0x00000268DE7BB0E0>,0.0
